FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0025455	CG6292	CycT	FBtr0333125	6041	Drosophila melanogaster
FBgn0037807	CG6293	CG6293	FBtr0082240	2144	Drosophila melanogaster
FBgn0037807	CG6293	CG6293	FBtr0337051	2601	Drosophila melanogaster
FBgn0030640	CG6294	CG6294	FBtr0074034	2551	Drosophila melanogaster
FBgn0030640	CG6294	CG6294	FBtr0308830	2306	Drosophila melanogaster
FBgn0039471	CG6295	CG6295	FBtr0085077	1091	Drosophila melanogaster
FBgn0039470	CG6296	CG6296	FBtr0085078	2127	Drosophila melanogaster
FBgn0020412	CG6297	JIL-1	FBtr0076236	5147	Drosophila melanogaster
FBgn0020412	CG6297	JIL-1	FBtr0076237	5712	Drosophila melanogaster
FBgn0020412	CG6297	JIL-1	FBtr0332707	6550	Drosophila melanogaster
FBgn0023197	CG6298	Jon74E	FBtr0075207	1452	Drosophila melanogaster
FBgn0023197	CG6298	Jon74E	FBtr0303101	903	Drosophila melanogaster
FBgn0030641	CG6299	CG6299	FBtr0074032	2551	Drosophila melanogaster
FBgn0030641	CG6299	CG6299	FBtr0074033	1013	Drosophila melanogaster
FBgn0030641	CG6299	CG6299	FBtr0343983	987	Drosophila melanogaster
FBgn0030641	CG6299	CG6299	FBtr0343984	1003	Drosophila melanogaster
FBgn0030641	CG6299	CG6299	FBtr0345130	838	Drosophila melanogaster
FBgn0038730	CG6300	CG6300	FBtr0083798	1724	Drosophila melanogaster
FBgn0010741	CG6302	Pfdn2	FBtr0076238	819	Drosophila melanogaster
FBgn0010741	CG6302	Pfdn2	FBtr0332708	993	Drosophila melanogaster
FBgn0266717	CG6303	Bruce	FBtr0082239	15402	Drosophila melanogaster
FBgn0266717	CG6303	Bruce	FBtr0331681	15702	Drosophila melanogaster
FBgn0266717	CG6303	Bruce	FBtr0331682	15330	Drosophila melanogaster
FBgn0266717	CG6303	Bruce	FBtr0331683	15399	Drosophila melanogaster
FBgn0266717	CG6303	Bruce	FBtr0331684	15369	Drosophila melanogaster
FBgn0032624	CG6304	CG6304	FBtr0080955	1526	Drosophila melanogaster
FBgn0032624	CG6304	CG6304	FBtr0346585	1657	Drosophila melanogaster
FBgn0033869	CG6305	Cpr50Cb	FBtr0087630	867	Drosophila melanogaster
FBgn0030645	CG6308	CG6308	FBtr0074036	696	Drosophila melanogaster
FBgn0036121	CG6310	CG6310	FBtr0076239	690	Drosophila melanogaster
FBgn0036735	CG6311	Edc3	FBtr0075208	4062	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0305995	4736	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0337103	4329	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0337104	3861	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0337105	4760	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0337106	4268	Drosophila melanogaster
FBgn0020379	CG6312	Rfx	FBtr0337107	4694	Drosophila melanogaster
FBgn0000662	CG6315	fl(2)d	FBtr0087647	2567	Drosophila melanogaster
FBgn0000662	CG6315	fl(2)d	FBtr0087648	2248	Drosophila melanogaster
FBgn0000662	CG6315	fl(2)d	FBtr0304696	2435	Drosophila melanogaster
FBgn0000662	CG6315	fl(2)d	FBtr0304697	2485	Drosophila melanogaster
FBgn0030931	CG6318	Xrcc2	FBtr0074592	1132	Drosophila melanogaster
FBgn0036117	CG6321	CG6321	FBtr0076242	1594	Drosophila melanogaster
FBgn0036733	CG6322	U4-U6-60K	FBtr0075209	2058	Drosophila melanogaster
FBgn0039465	CG6323	Tsp97E	FBtr0085082	1433	Drosophila melanogaster
FBgn0039465	CG6323	Tsp97E	FBtr0273310	2635	Drosophila melanogaster
FBgn0039465	CG6323	Tsp97E	FBtr0336726	1757	Drosophila melanogaster
FBgn0039465	CG6323	Tsp97E	FBtr0344664	2298	Drosophila melanogaster
FBgn0039465	CG6323	Tsp97E	FBtr0344665	2094	Drosophila melanogaster
FBgn0030647	CG6324	CG6324	FBtr0074037	3563	Drosophila melanogaster
FBgn0030647	CG6324	CG6324	FBtr0344943	3584	Drosophila melanogaster
FBgn0037814	CG6325	CG6325	FBtr0082260	3628	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0087633	2642	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0087634	1123	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0087635	1433	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0087636	1061	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0339950	3335	Drosophila melanogaster
FBgn0033872	CG6329	CG6329	FBtr0339951	1108	Drosophila melanogaster
FBgn0039464	CG6330	CG6330	FBtr0085084	2075	Drosophila melanogaster
FBgn0039464	CG6330	CG6330	FBtr0085085	1541	Drosophila melanogaster
FBgn0019952	CG6331	Orct	FBtr0084599	2533	Drosophila melanogaster
FBgn0019952	CG6331	Orct	FBtr0334870	2154	Drosophila melanogaster
FBgn0038921	CG6332	CG6332	FBtr0084170	1316	Drosophila melanogaster
FBgn0036731	CG6333	CG6333	FBtr0075224	1028	Drosophila melanogaster
FBgn0036731	CG6333	CG6333	FBtr0302208	2133	Drosophila melanogaster
FBgn0027087	CG6335	HisRS	FBtr0074593	1978	Drosophila melanogaster
FBgn0027087	CG6335	HisRS	FBtr0333804	2250	Drosophila melanogaster
FBgn0027087	CG6335	HisRS	FBtr0333805	2104	Drosophila melanogaster
FBgn0027087	CG6335	HisRS	FBtr0333806	2862	Drosophila melanogaster
FBgn0033873	CG6337	CG6337	FBtr0087646	1117	Drosophila melanogaster
FBgn0033873	CG6337	CG6337	FBtr0345801	1402	Drosophila melanogaster
FBgn0004510	CG6338	Ets97D	FBtr0085088	1858	Drosophila melanogaster
FBgn0004510	CG6338	Ets97D	FBtr0330167	1858	Drosophila melanogaster
FBgn0034728	CG6339	rad50	FBtr0301668	4068	Drosophila melanogaster
FBgn0034728	CG6339	rad50	FBtr0305323	4068	Drosophila melanogaster
FBgn0030648	CG6340	CG6340	FBtr0074039	1814	Drosophila melanogaster
FBgn0030648	CG6340	CG6340	FBtr0074040	1346	Drosophila melanogaster
FBgn0030648	CG6340	CG6340	FBtr0310060	1831	Drosophila melanogaster
FBgn0030648	CG6340	CG6340	FBtr0310061	2177	Drosophila melanogaster
FBgn0028737	CG6341	eEF1beta	FBtr0332947	809	Drosophila melanogaster
FBgn0028737	CG6341	eEF1beta	FBtr0345627	960	Drosophila melanogaster
FBgn0024957	CG6342	Irp-1B	FBtr0082259	2901	Drosophila melanogaster
FBgn0019957	CG6343	ND-42	FBtr0084172	1379	Drosophila melanogaster
FBgn0019957	CG6343	ND-42	FBtr0084173	1618	Drosophila melanogaster
FBgn0019957	CG6343	ND-42	FBtr0335194	1423	Drosophila melanogaster
FBgn0037816	CG6345	CG6345	FBtr0082258	1829	Drosophila melanogaster
FBgn0033874	CG6347	CG6347	FBtr0087637	1312	Drosophila melanogaster
FBgn0003267	CG6348	ro	FBtr0085090	1169	Drosophila melanogaster
FBgn0003267	CG6348	ro	FBtr0085091	1241	Drosophila melanogaster
FBgn0259113	CG6349	DNApol-alpha180	FBtr0084115	4624	Drosophila melanogaster
FBgn0026058	CG6352	OdsH	FBtr0074461	1289	Drosophila melanogaster
FBgn0038893	CG6353	Archease	FBtr0084116	1222	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0085092	2629	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0085093	3101	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100334	2506	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100335	2633	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100336	2510	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100337	2524	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100338	2810	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100339	2094	Drosophila melanogaster
FBgn0004903	CG6354	Rb97D	FBtr0100340	2828	Drosophila melanogaster
FBgn0028741	CG6355	fab1	FBtr0089554	7194	Drosophila melanogaster
FBgn0028741	CG6355	fab1	FBtr0089555	6035	Drosophila melanogaster
FBgn0039178	CG6356	CG6356	FBtr0084601	2887	Drosophila melanogaster
FBgn0033875	CG6357	CG6357	FBtr0087638	1441	Drosophila melanogaster
FBgn0004832	CG6358	Xpac	FBtr0070670	1178	Drosophila melanogaster
FBgn0038065	CG6359	Snx3	FBtr0082641	1426	Drosophila melanogaster
FBgn0038065	CG6359	Snx3	FBtr0082642	1860	Drosophila melanogaster
FBgn0030925	CG6361	Hayan	FBtr0074630	1513	Drosophila melanogaster
FBgn0030925	CG6361	Hayan	FBtr0113000	2408	Drosophila melanogaster
FBgn0030925	CG6361	Hayan	FBtr0343048	2290	Drosophila melanogaster
FBgn0028740	CG6362	CG6362	FBtr0089556	1875	Drosophila melanogaster
FBgn0027378	CG6363	MRG15	FBtr0083125	1496	Drosophila melanogaster
FBgn0027378	CG6363	MRG15	FBtr0333921	1511	Drosophila melanogaster
FBgn0263398	CG6364	CG6364	FBtr0084602	1489	Drosophila melanogaster
FBgn0263398	CG6364	CG6364	FBtr0299530	1124	Drosophila melanogaster
FBgn0263398	CG6364	CG6364	FBtr0309095	1837	Drosophila melanogaster
FBgn0263398	CG6364	CG6364	FBtr0309096	2285	Drosophila melanogaster
FBgn0263398	CG6364	CG6364	FBtr0309097	2187	Drosophila melanogaster
FBgn0030926	CG6367	psh	FBtr0074629	1645	Drosophila melanogaster
FBgn0039260	CG6369	Smg6	FBtr0084796	3310	Drosophila melanogaster
FBgn0034277	CG6370	OstDelta	FBtr0089559	2201	Drosophila melanogaster
FBgn0034277	CG6370	OstDelta	FBtr0340276	2198	Drosophila melanogaster
FBgn0028374	CG6371	Hug	FBtr0082639	1033	Drosophila melanogaster
FBgn0035915	CG6372	S-Lap1	FBtr0076638	2121	Drosophila melanogaster
FBgn0266581	CG6375	pit	FBtr0084174	2324	Drosophila melanogaster
FBgn0266581	CG6375	pit	FBtr0084175	2270	Drosophila melanogaster
FBgn0266581	CG6375	pit	FBtr0346345	2803	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0084117	3150	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0084118	4778	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0084119	3913	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0334678	3581	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0345217	4234	Drosophila melanogaster
FBgn0011766	CG6376	E2f1	FBtr0346157	4653	Drosophila melanogaster
FBgn0026562	CG6378	SPARC	FBtr0085094	1143	Drosophila melanogaster
FBgn0026562	CG6378	SPARC	FBtr0334309	1131	Drosophila melanogaster
FBgn0029693	CG6379	CG6379	FBtr0070671	3013	Drosophila melanogaster
FBgn0029693	CG6379	CG6379	FBtr0343297	3339	Drosophila melanogaster
FBgn0032632	CG6380	CG6380	FBtr0080970	1069	Drosophila melanogaster
FBgn0032632	CG6380	CG6380	FBtr0339800	1128	Drosophila melanogaster
FBgn0020443	CG6382	eRF3	FBtr0080369	3443	Drosophila melanogaster
FBgn0020443	CG6382	eRF3	FBtr0333089	4120	Drosophila melanogaster
FBgn0020443	CG6382	eRF3	FBtr0333090	2760	Drosophila melanogaster
FBgn0020443	CG6382	eRF3	FBtr0344859	3003	Drosophila melanogaster
FBgn0259685	CG6383	crb	FBtr0084603	7543	Drosophila melanogaster
FBgn0259685	CG6383	crb	FBtr0111008	7672	Drosophila melanogaster
FBgn0259685	CG6383	crb	FBtr0304726	7973	Drosophila melanogaster
FBgn0259685	CG6383	crb	FBtr0334925	7714	Drosophila melanogaster
FBgn0000283	CG6384	Cp190	FBtr0083126	4114	Drosophila melanogaster
FBgn0000283	CG6384	Cp190	FBtr0083127	4176	Drosophila melanogaster
FBgn0034276	CG6385	Sardh	FBtr0089560	2750	Drosophila melanogaster
FBgn0027889	CG6386	ball	FBtr0085095	2027	Drosophila melanogaster
FBgn0027889	CG6386	ball	FBtr0085096	1965	Drosophila melanogaster
FBgn0032430	CG6388	CG6388	FBtr0080367	1815	Drosophila melanogaster
FBgn0036111	CG6391	Aps	FBtr0076250	2565	Drosophila melanogaster
FBgn0036111	CG6391	Aps	FBtr0076251	2364	Drosophila melanogaster
FBgn0036111	CG6391	Aps	FBtr0076252	2744	Drosophila melanogaster
FBgn0040232	CG6392	cmet	FBtr0332202	7008	Drosophila melanogaster
FBgn0040232	CG6392	cmet	FBtr0332203	6843	Drosophila melanogaster
FBgn0040232	CG6392	cmet	FBtr0332204	6999	Drosophila melanogaster
FBgn0040232	CG6392	cmet	FBtr0332205	6837	Drosophila melanogaster
FBgn0030930	CG6394	GalNAc-T2	FBtr0074624	2537	Drosophila melanogaster
FBgn0030930	CG6394	GalNAc-T2	FBtr0074625	3437	Drosophila melanogaster
FBgn0030930	CG6394	GalNAc-T2	FBtr0346082	3668	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0078493	2832	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0078494	1842	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0078495	2226	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0334746	1498	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0334747	2895	Drosophila melanogaster
FBgn0004179	CG6395	Csp	FBtr0344983	2028	Drosophila melanogaster
FBgn0030870	CG6398	CG6398	FBtr0074462	1860	Drosophila melanogaster
FBgn0030870	CG6398	CG6398	FBtr0342784	1972	Drosophila melanogaster
FBgn0034270	CG6401	PIG-A	FBtr0086882	1642	Drosophila melanogaster
FBgn0034270	CG6401	PIG-A	FBtr0340278	1872	Drosophila melanogaster
FBgn0039453	CG6403	CG6403	FBtr0085044	596	Drosophila melanogaster
FBgn0039453	CG6403	CG6403	FBtr0339241	749	Drosophila melanogaster
FBgn0027615	CG6404	CG6404	FBtr0076271	1815	Drosophila melanogaster
FBgn0027615	CG6404	CG6404	FBtr0076272	1605	Drosophila melanogaster
FBgn0032428	CG6405	CG6405	FBtr0080366	1326	Drosophila melanogaster
FBgn0034269	CG6406	CG6406	FBtr0086883	2740	Drosophila melanogaster
FBgn0034269	CG6406	CG6406	FBtr0086884	2734	Drosophila melanogaster
FBgn0010194	CG6407	Wnt5	FBtr0074623	3850	Drosophila melanogaster
FBgn0010194	CG6407	Wnt5	FBtr0343046	4005	Drosophila melanogaster
FBgn0036106	CG6409	CG6409	FBtr0076273	1212	Drosophila melanogaster
FBgn0036106	CG6409	CG6409	FBtr0346544	1544	Drosophila melanogaster
FBgn0034265	CG6410	Snx16	FBtr0086885	1699	Drosophila melanogaster
FBgn0032646	CG6412	mEFTs	FBtr0080994	1526	Drosophila melanogaster
FBgn0039183	CG6413	Dis3	FBtr0084605	3588	Drosophila melanogaster
FBgn0039183	CG6413	Dis3	FBtr0334599	3095	Drosophila melanogaster
FBgn0029690	CG6414	CG6414	FBtr0070624	1876	Drosophila melanogaster
FBgn0029690	CG6414	CG6414	FBtr0445312	2081	Drosophila melanogaster
FBgn0032287	CG6415	CG6415	FBtr0080108	1254	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089561	1725	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089562	1212	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089563	1714	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089564	786	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089565	1120	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089566	1280	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089567	1352	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0089568	1482	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0301154	1642	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0301156	1554	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0301157	1793	Drosophila melanogaster
FBgn0035917	CG6416	Zasp66	FBtr0301158	1493	Drosophila melanogaster
FBgn0032435	CG6417	Oatp33Eb	FBtr0080370	2743	Drosophila melanogaster
FBgn0036104	CG6418	CG6418	FBtr0076274	2723	Drosophila melanogaster
FBgn0039451	CG6420	CG6420	FBtr0085046	3698	Drosophila melanogaster
FBgn0039451	CG6420	CG6420	FBtr0339242	4175	Drosophila melanogaster
FBgn0025827	CG6421	CG6421	FBtr0087043	600	Drosophila melanogaster
FBgn0039261	CG6422	CG6422	FBtr0084794	2965	Drosophila melanogaster
FBgn0039261	CG6422	CG6422	FBtr0084795	2832	Drosophila melanogaster
FBgn0039261	CG6422	CG6422	FBtr0113281	2616	Drosophila melanogaster
FBgn0039261	CG6422	CG6422	FBtr0334507	2862	Drosophila melanogaster
FBgn0028494	CG6424	CG6424	FBtr0086886	5765	Drosophila melanogaster
FBgn0028494	CG6424	CG6424	FBtr0086887	4336	Drosophila melanogaster
FBgn0028494	CG6424	CG6424	FBtr0301202	4027	Drosophila melanogaster
FBgn0028494	CG6424	CG6424	FBtr0340273	5113	Drosophila melanogaster
FBgn0039449	CG6425	CG6425	FBtr0085047	2101	Drosophila melanogaster
FBgn0034162	CG6426	CG6426	FBtr0087042	713	Drosophila melanogaster
FBgn0029689	CG6428	CG6428	FBtr0070625	2699	Drosophila melanogaster
FBgn0046999	CG6429	CG6429	FBtr0087044	672	Drosophila melanogaster
FBgn0032289	CG6431	CG6431	FBtr0273319	1689	Drosophila melanogaster
FBgn0032289	CG6431	CG6431	FBtr0303568	1191	Drosophila melanogaster
FBgn0039184	CG6432	CG6432	FBtr0084606	2267	Drosophila melanogaster
FBgn0039184	CG6432	CG6432	FBtr0346110	2715	Drosophila melanogaster
FBgn0003187	CG6433	qua	FBtr0080996	3266	Drosophila melanogaster
FBgn0003187	CG6433	qua	FBtr0080997	3306	Drosophila melanogaster
FBgn0003187	CG6433	qua	FBtr0306165	3318	Drosophila melanogaster
FBgn0034165	CG6435	CG6435	FBtr0087045	794	Drosophila melanogaster
FBgn0067102	CG6437	GlcT-1	FBtr0071755	3394	Drosophila melanogaster
FBgn0023179	CG6438	amon	FBtr0085048	3991	Drosophila melanogaster
FBgn0038922	CG6439	Idh3b	FBtr0084190	1861	Drosophila melanogaster
FBgn0038922	CG6439	Idh3b	FBtr0300788	1625	Drosophila melanogaster
FBgn0011581	CG6440	Ms	FBtr0084607	925	Drosophila melanogaster
FBgn0011581	CG6440	Ms	FBtr0334600	908	Drosophila melanogaster
FBgn0011581	CG6440	Ms	FBtr0346341	1065	Drosophila melanogaster
FBgn0031920	CG6441	CG6441	FBtr0079451	1993	Drosophila melanogaster
FBgn0031920	CG6441	CG6441	FBtr0301125	1730	Drosophila melanogaster
FBgn0032290	CG6443	CG6443	FBtr0080110	1184	Drosophila melanogaster
FBgn0032293	CG6444	Dpy-30L1	FBtr0080112	655	Drosophila melanogaster
FBgn0036715	CG6445	Cad74A	FBtr0075239	6508	Drosophila melanogaster
FBgn0036715	CG6445	Cad74A	FBtr0075240	6493	Drosophila melanogaster
FBgn0036715	CG6445	Cad74A	FBtr0309231	6779	Drosophila melanogaster
FBgn0016059	CG6446	Sema1b	FBtr0086890	4269	Drosophila melanogaster
FBgn0016059	CG6446	Sema1b	FBtr0086891	4262	Drosophila melanogaster
FBgn0016059	CG6446	Sema1b	FBtr0302161	3910	Drosophila melanogaster
FBgn0039437	CG6447	TwdlL	FBtr0085055	1066	Drosophila melanogaster
FBgn0039437	CG6447	TwdlL	FBtr0085056	1002	Drosophila melanogaster
FBgn0036101	CG6449	NijA	FBtr0089569	1134	Drosophila melanogaster
FBgn0036101	CG6449	NijA	FBtr0089570	1146	Drosophila melanogaster
FBgn0036101	CG6449	NijA	FBtr0089571	1098	Drosophila melanogaster
FBgn0036101	CG6449	NijA	FBtr0331575	1086	Drosophila melanogaster
FBgn0029688	CG6450	lva	FBtr0070626	9245	Drosophila melanogaster
FBgn0029688	CG6450	lva	FBtr0342740	8925	Drosophila melanogaster
FBgn0039438	CG6452	TwdlO	FBtr0085054	807	Drosophila melanogaster
FBgn0032643	CG6453	GCS2beta	FBtr0080998	2255	Drosophila melanogaster
FBgn0032643	CG6453	GCS2beta	FBtr0305684	2045	Drosophila melanogaster
FBgn0039187	CG6454	CG6454	FBtr0273323	5299	Drosophila melanogaster
FBgn0039187	CG6454	CG6454	FBtr0273324	3973	Drosophila melanogaster
FBgn0039187	CG6454	CG6454	FBtr0330373	3973	Drosophila melanogaster
FBgn0019960	CG6455	Mitofilin	FBtr0290271	2979	Drosophila melanogaster
FBgn0019960	CG6455	Mitofilin	FBtr0335199	2718	Drosophila melanogaster
FBgn0019960	CG6455	Mitofilin	FBtr0335200	2511	Drosophila melanogaster
FBgn0036713	CG6456	Mip	FBtr0075241	1396	Drosophila melanogaster
FBgn0040060	CG6457	yip7	FBtr0077038	904	Drosophila melanogaster
FBgn0034259	CG6459	P32	FBtr0086892	1154	Drosophila melanogaster
FBgn0039439	CG6460	TwdlK	FBtr0085053	840	Drosophila melanogaster
FBgn0030932	CG6461	Ggt-1	FBtr0074622	2396	Drosophila melanogaster
FBgn0030932	CG6461	Ggt-1	FBtr0340368	2212	Drosophila melanogaster
FBgn0035663	CG6462	CG6462	FBtr0077039	1078	Drosophila melanogaster
FBgn0047038	CG6463	ND-13B	FBtr0076276	597	Drosophila melanogaster
FBgn0261648	CG6464	salm	FBtr0089913	6118	Drosophila melanogaster
FBgn0261648	CG6464	salm	FBtr0343619	6114	Drosophila melanogaster
FBgn0037818	CG6465	CG6465	FBtr0082323	1377	Drosophila melanogaster
FBgn0250815	CG6467	Jon65Aiv	FBtr0077040	904	Drosophila melanogaster
FBgn0030933	CG6470	CG6470	FBtr0074621	1475	Drosophila melanogaster
FBgn0030933	CG6470	CG6470	FBtr0346083	1532	Drosophila melanogaster
FBgn0034166	CG6472	CG6472	FBtr0340070	1597	Drosophila melanogaster
FBgn0000617	CG6474	e(y)1	FBtr0074463	1124	Drosophila melanogaster
FBgn0038886	CG6475	CG6475	FBtr0334915	1683	Drosophila melanogaster
FBgn0034249	CG6477	RhoGAP54D	FBtr0086900	3791	Drosophila melanogaster
FBgn0034249	CG6477	RhoGAP54D	FBtr0329862	3595	Drosophila melanogaster
FBgn0039436	CG6478	TwdlB	FBtr0085057	1025	Drosophila melanogaster
FBgn0036710	CG6479	CG6479	FBtr0075245	1861	Drosophila melanogaster
FBgn0036710	CG6479	CG6479	FBtr0075246	1791	Drosophila melanogaster
FBgn0036710	CG6479	CG6479	FBtr0331847	1843	Drosophila melanogaster
FBgn0036964	CG6480	FRG1	FBtr0074847	903	Drosophila melanogaster
FBgn0030936	CG6481	CG6481	FBtr0074620	1372	Drosophila melanogaster
FBgn0035665	CG6483	Jon65Aiii	FBtr0077041	875	Drosophila melanogaster
FBgn0034247	CG6484	CG6484	FBtr0086903	1590	Drosophila melanogaster
FBgn0036706	CG6485	ND-24L	FBtr0075249	843	Drosophila melanogaster
FBgn0035922	CG6486	Pex7	FBtr0076568	1443	Drosophila melanogaster
FBgn0035922	CG6486	Pex7	FBtr0273328	1391	Drosophila melanogaster
FBgn0032361	CG6488	CG6488	FBtr0080248	1876	Drosophila melanogaster
FBgn0013279	CG6489	Hsp70Bc	FBtr0082638	2386	Drosophila melanogaster
FBgn0039431	CG6490	plum	FBtr0302209	6181	Drosophila melanogaster
FBgn0039431	CG6490	plum	FBtr0302210	6030	Drosophila melanogaster
FBgn0039431	CG6490	plum	FBtr0305049	7490	Drosophila melanogaster
FBgn0039431	CG6490	plum	FBtr0344120	6235	Drosophila melanogaster
FBgn0030872	CG6492	Ucp4A	FBtr0074464	1803	Drosophila melanogaster
FBgn0030872	CG6492	Ucp4A	FBtr0303572	2022	Drosophila melanogaster
FBgn0030872	CG6492	Ucp4A	FBtr0339750	1693	Drosophila melanogaster
FBgn0034246	CG6493	Dcr-2	FBtr0086904	5684	Drosophila melanogaster
FBgn0034246	CG6493	Dcr-2	FBtr0340217	5681	Drosophila melanogaster
FBgn0001168	CG6494	h	FBtr0076569	2139	Drosophila melanogaster
FBgn0001168	CG6494	h	FBtr0100153	2335	Drosophila melanogaster
FBgn0027550	CG6495	CG6495	FBtr0080114	2581	Drosophila melanogaster
FBgn0023178	CG6496	Pdf	FBtr0085024	680	Drosophila melanogaster
FBgn0036704	CG6497	CG6497	FBtr0075250	1206	Drosophila melanogaster
FBgn0036704	CG6497	CG6497	FBtr0332785	1561	Drosophila melanogaster
FBgn0267390	CG6498	dop	FBtr0075562	7222	Drosophila melanogaster
FBgn0267390	CG6498	dop	FBtr0332091	7868	Drosophila melanogaster
FBgn0038309	CG6499	Amt	FBtr0113238	1773	Drosophila melanogaster
FBgn0034243	CG6501	Ns2	FBtr0086906	2233	Drosophila melanogaster
FBgn0000629	CG6502	E(z)	FBtr0076279	2650	Drosophila melanogaster
FBgn0000629	CG6502	E(z)	FBtr0273338	2464	Drosophila melanogaster
FBgn0000629	CG6502	E(z)	FBtr0334067	2479	Drosophila melanogaster
FBgn0040606	CG6503	CG6503	FBtr0085025	408	Drosophila melanogaster
FBgn0040606	CG6503	CG6503	FBtr0302899	348	Drosophila melanogaster
FBgn0040606	CG6503	CG6503	FBtr0309031	353	Drosophila melanogaster
FBgn0041195	CG6504	Pkd2	FBtr0080365	3271	Drosophila melanogaster
FBgn0030874	CG6506	Spt7	FBtr0074465	1309	Drosophila melanogaster
FBgn0032303	CG6508	CG6508	FBtr0080139	1379	Drosophila melanogaster
FBgn0032363	CG6509	Dlg5	FBtr0080246	6887	Drosophila melanogaster
FBgn0032363	CG6509	Dlg5	FBtr0080247	7133	Drosophila melanogaster
FBgn0032363	CG6509	Dlg5	FBtr0336630	7320	Drosophila melanogaster
FBgn0032363	CG6509	Dlg5	FBtr0336631	7259	Drosophila melanogaster
FBgn0010409	CG6510	RpL18A	FBtr0086947	635	Drosophila melanogaster
FBgn0035923	CG6511	CG6511	FBtr0076570	4320	Drosophila melanogaster
FBgn0035923	CG6511	CG6511	FBtr0333887	4498	Drosophila melanogaster
FBgn0036702	CG6512	CG6512	FBtr0075251	3105	Drosophila melanogaster
FBgn0036702	CG6512	CG6512	FBtr0075252	2816	Drosophila melanogaster
